markId,description,number,subjectId,studentId,teacherId,date
1224,Good,5,06,45,220,272,1970-05-10
1225,Excellent,5,75,30,158,165,1962-09-05
1226,Good,5,21,24,291,295,1966-03-20
1227,Average,4,07,25,313,67,1997-04-05
1228,Good,4,68,12,80,117,1975-02-22
1229,Fair,3,35,46,201,24,1980-08-09
1230,Poor,2,70,22,16,322,1999-04-15
1231,Average,3,96,29,272,282,1999-03-04
1232,Poor,2,93,14,12,212,1980-03-11
1233,Excellent,5,59,9,217,326,2001-08-07
1234,Poor,2,55,28,296,192,1958-01-25
1235,Fair,3,11,40,18,163,1993-11-28
1236,Poor,2,09,18,83,294,1972-03-09
1237,Good,5,12,27,316,54,1979-04-20
1238,Good,4,71,12,127,19,1991-11-09
1239,Fair,3,21,33,247,113,1978-02-10
1240,Average,4,10,18,248,32,1976-03-23
1241,Good,5,11,18,29,264,1960-11-12
1242,Poor,2,16,31,163,17,1990-09-15
1243,Average,4,00,10,56,300,1974-04-27
1244,Good,5,32,30,158,165,1992-03-01
1245,Excellent,5,91,14,122,126,2002-03-03
1246,Poor,2,72,16,269,206,1965-05-20
1247,Average,4,11,41,297,84,1980-11-04
1248,Average,4,20,45,220,272,1989-07-12
1249,Poor,2,67,45,143,244,1962-07-05
1250,Good,5,11,8,215,200,1962-10-01
1251,Poor,2,93,25,88,178,1979-11-24
1252,Good,5,35,12,45,109,1987-01-22
1253,Excellent,5,63,8,174,198,1990-07-09
1254,Good,5,33,40,23,208,2004-08-24
1255,Good,5,22,18,6,261,1976-11-10
1256,Poor,2,61,41,101,225,1983-01-29
1257,Good,5,34,42,203,128,1992-06-04
1258,Poor,2,24,45,220,272,1960-08-31
1259,Good,4,51,33,46,145,1958-11-28
1260,Fair,3,42,13,137,224,1954-10-11
1261,Average,4,49,26,30,65,1998-06-08
1262,Excellent,5,79,14,240,144,2001-12-16
1263,Excellent,5,73,37,300,218,2005-05-26
1264,Poor,2,68,27,202,277,1988-10-13
1265,Average,3,87,27,221,323,1970-04-25
1266,Fair,3,42,29,149,154,1982-05-18
1267,Excellent,5,98,38,19,313,1979-08-27
1268,Good,5,07,7,108,169,2005-01-13
1269,Good,5,16,42,230,170,2000-06-29
1270,Poor,2,62,38,94,209,1963-05-20
1271,Average,4,10,21,249,249,2000-07-19
1272,Average,3,89,37,175,92,2005-12-21
1273,Excellent,5,56,12,331,85,1972-10-31
1274,Good,5,36,20,139,273,1953-05-24
1275,Fair,3,22,47,206,324,1978-04-19
1276,Excellent,5,51,31,160,304,1979-04-11
1277,Good,5,35,8,174,198,1959-06-25
1278,Poor,2,31,31,229,86,1998-08-20
1279,Good,5,15,25,257,327,1976-03-09
1280,Good,5,02,36,9,201,2005-04-18
1281,Fair,3,09,28,296,192,1993-05-15
1282,Excellent,5,87,9,264,137,1960-09-25
1283,Average,4,00,46,321,18,1965-08-21
1284,Average,4,25,14,307,102,1970-11-09
1285,Excellent,5,78,18,4,180,1972-05-22
1286,Good,4,61,11,151,202,1965-02-10
1287,Fair,3,31,36,274,152,1997-09-02
1288,Poor,2,26,42,230,170,2004-12-13
1289,Fair,3,34,37,52,12,1989-03-16
1290,Poor,2,50,35,144,108,1963-11-01
1291,Poor,2,76,42,199,71,1987-10-05
1292,Good,4,88,23,39,289,1971-08-21
1293,Poor,2,20,42,203,128,1985-12-13
1294,Excellent,5,80,11,270,316,1976-05-03
1295,Excellent,5,61,23,308,256,1985-10-15
1296,Good,5,32,43,302,274,1966-11-27
1297,Poor,2,44,23,39,289,1993-04-22
1298,Fair,3,32,37,74,14,1993-07-14
1299,Fair,3,44,20,139,273,1974-11-07
1300,Average,4,49,39,293,100,1972-10-17
1301,Poor,2,75,19,28,63,1993-09-24
1302,Good,5,05,16,273,223,1983-10-23
1303,Good,5,04,39,31,107,1997-01-12
1304,Poor,2,05,43,187,59,2007-02-16
1305,Fair,3,00,34,18,163,1970-03-14
1306,Good,5,04,37,330,291,1981-12-03
1307,Excellent,5,79,13,182,73,1967-03-24
1308,Poor,2,27,42,230,170,1990-02-15
1309,Average,4,10,45,207,243,1979-05-08
1310,Excellent,5,71,14,82,22,2005-08-02
1311,Fair,3,27,32,66,293,1976-08-06
1312,Good,5,03,40,34,284,2001-10-16
1313,Fair,3,09,14,307,102,1992-06-23
1314,Excellent,5,50,22,16,322,1961-08-12
1315,Poor,2,32,29,319,118,1969-05-29
1316,Good,4,62,35,140,236,1990-09-14
1317,Average,3,79,34,179,331,1989-04-28
1318,Fair,3,47,21,249,249,1987-07-18
1319,Poor,2,91,19,323,258,1969-05-24
1320,Good,5,26,34,15,160,1958-03-15
1321,Poor,2,10,27,276,41,1992-09-14
1322,Excellent,5,71,35,216,230,1982-09-13
1323,Average,3,73,15,224,252,1968-10-30
1324,Good,4,66,11,243,276,1989-08-29
1325,Excellent,5,87,37,300,218,1983-08-15
1326,Good,5,23,32,87,1,1981-11-30
1327,Average,3,69,18,6,261,1973-01-09
1328,Excellent,5,77,20,254,25,2004-06-30
1329,Excellent,5,75,42,199,71,1975-08-10
1330,Average,3,90,14,82,22,1964-05-24
1331,Good,5,07,37,184,171,1993-12-20
1332,Average,4,02,36,281,156,1973-12-11
1333,Good,4,87,18,29,264,1976-10-13
1334,Poor,2,66,44,27,250,1956-05-24
1335,Average,4,26,28,35,318,1964-07-26
1336,Average,4,05,11,49,13,1962-07-24
1337,Poor,2,83,38,85,122,1971-09-13
1338,Average,3,95,23,8,104,1966-07-06
1339,Fair,3,24,46,177,270,1953-08-29
1340,Poor,2,73,9,192,285,1998-06-19
1341,Good,4,83,11,120,290,2005-11-20
1342,Fair,3,04,16,273,223,1960-07-19
1343,Average,4,16,15,311,317,1978-08-09
1344,Average,3,63,21,65,110,1991-08-14
1345,Good,5,23,14,12,212,1995-03-28
1346,Average,3,74,31,78,72,1993-12-20
1347,Average,3,78,10,1,62,1987-02-27
1348,Poor,2,71,21,110,162,1977-05-03
1349,Good,5,48,31,126,82,1959-12-06
1350,Poor,2,99,25,2,111,2003-01-31
1351,Average,3,53,37,70,33,1985-07-31
1352,Good,4,97,33,89,222,1958-10-06
1353,Poor,2,40,34,180,26,1977-02-20
1354,Average,4,18,43,50,281,1969-08-25
1355,Average,4,38,14,173,87,1988-02-02
1356,Fair,3,05,24,142,306,1964-01-12
1357,Fair,3,32,26,255,74,1967-12-24
1358,Poor,2,38,36,198,241,1960-05-16
1359,Poor,2,18,23,209,311,1976-07-04
1360,Average,3,78,28,95,125,1996-04-14
1361,Fair,3,35,42,236,189,1961-11-25
1362,Poor,2,02,9,10,157,1970-09-24
1363,Poor,2,53,13,182,73,1967-07-10
1364,Poor,2,19,30,325,69,1967-12-16
1365,Poor,2,64,33,178,103,1964-08-14
1366,Good,5,25,28,282,135,1955-08-27
1367,Poor,2,15,45,320,121,1978-01-03
1368,Poor,2,43,9,294,146,1989-01-31
1369,Fair,3,23,35,5,333,2005-01-17
1370,Average,4,28,12,7,94,1959-11-06
1371,Average,3,79,10,217,326,1972-01-03
1372,Excellent,5,84,13,182,73,1975-10-25
1373,Poor,2,23,42,199,71,1986-11-20
1374,Poor,2,18,29,149,154,1978-12-05
1375,Poor,2,43,8,107,55,1960-04-25
1376,Good,5,07,40,210,29,1985-02-27
1377,Average,3,55,23,8,104,1957-02-04
1378,Poor,2,09,46,152,16,1985-03-19
1379,Good,5,43,7,108,169,2002-06-04
1380,Average,4,12,24,20,45,1997-08-26
1381,Fair,3,45,15,256,305,2002-10-04
1382,Poor,2,97,23,39,289,2003-09-08
1383,Poor,2,28,16,315,275,1997-07-26
1384,Good,4,75,41,101,225,1980-07-09
1385,Poor,2,37,33,298,120,1986-10-24
1386,Poor,2,09,45,320,121,1988-03-16
1387,Average,3,62,9,173,87,2004-10-21
1388,Poor,2,68,14,122,126,1960-02-20
1389,Average,4,29,42,230,170,1976-04-21
1390,Fair,3,21,15,224,252,1953-07-15
1391,Poor,2,72,19,312,219,2002-08-01
1392,Poor,2,45,27,26,132,1964-04-29
1393,Average,3,76,13,22,159,1998-01-01
1394,Good,5,47,33,89,222,1965-05-16
1395,Good,5,38,34,15,160,1989-07-26
1396,Good,4,80,22,37,36,1988-02-27
1397,Poor,2,50,16,242,83,2001-01-09
1398,Average,3,97,12,329,60,1963-08-25
1399,Poor,2,99,25,21,116,1980-01-01
1400,Excellent,5,99,28,282,135,1992-08-01
1401,Average,3,59,45,51,181,1968-12-17
1402,Fair,3,34,23,260,238,2006-01-26
1403,Good,5,48,9,294,146,1980-04-16
1404,Fair,3,20,41,13,95,1953-01-31
1405,Good,5,20,33,247,113,1984-01-30
1406,Average,3,70,35,5,333,1962-10-08
1407,Good,4,74,39,55,124,1979-11-16
1408,Poor,2,22,15,268,307,2006-03-19
1409,Average,3,75,42,205,153,1962-05-02
1410,Good,5,31,43,119,194,1955-12-07
1411,Excellent,5,50,8,215,200,1959-12-08
1412,Fair,3,23,46,152,16,1990-10-07
1413,Poor,2,95,8,107,55,1965-12-13
1414,Average,4,07,34,48,142,1986-11-09
1415,Poor,2,33,44,251,214,2001-07-12
1416,Poor,2,37,46,219,37,1966-03-19
1417,Excellent,5,74,43,119,194,1981-02-28
1418,Average,3,78,28,35,318,1995-01-01
1419,Excellent,5,83,14,86,66,1989-02-22
1420,Poor,2,54,44,104,197,1984-05-30
1421,Average,3,63,41,235,251,1958-11-06
1422,Good,5,47,25,313,67,1970-11-15
1423,Average,4,15,34,314,130,1965-10-13
1424,Poor,2,02,34,314,130,2004-07-05
1425,Average,3,55,35,144,108,1965-04-06
1426,Fair,3,34,35,147,199,1960-09-05
1427,Average,4,07,24,291,295,1985-10-24
1428,Poor,2,77,15,256,305,1974-07-07
1429,Poor,2,80,25,75,164,1997-05-12
1430,Average,3,64,37,184,171,1980-02-27
1431,Good,4,56,24,291,295,1992-02-18
1432,Excellent,5,58,46,232,186,2001-06-13
1433,Good,5,11,39,31,107,1958-03-19
1434,Good,5,45,31,160,304,1962-11-03
1435,Poor,2,53,38,94,209,1981-09-10
1436,Poor,2,10,28,296,192,2004-09-07
1437,Average,3,50,9,234,123,1976-05-25
1438,Good,5,09,37,74,14,1997-06-25
1439,Excellent,5,55,22,24,3,2004-06-10
1440,Good,4,67,32,66,293,1977-01-16
1441,Fair,3,36,42,236,189,1961-05-01
1442,Fair,3,39,17,287,302,2006-08-04
1443,Good,4,94,23,39,289,2005-10-20
1444,Good,4,98,23,265,91,1973-05-16
1445,Average,3,71,35,5,333,2001-08-07
1446,Excellent,5,50,18,303,179,1964-10-26
1447,Excellent,5,50,28,166,139,2006-05-18
1448,Excellent,5,70,44,172,150,1964-02-23
1449,Good,5,13,27,221,323,1971-11-05
1450,Good,5,01,7,33,129,1976-05-09
1451,Good,5,06,45,51,181,1959-12-31
1452,Good,4,73,26,326,229,1959-01-10
1453,Average,4,15,16,315,275,1982-07-03
1454,Poor,2,44,39,81,134,2003-08-04
1455,Average,4,35,14,173,87,1986-09-27
1456,Average,4,12,14,240,144,2006-02-01
1457,Good,5,20,44,172,150,1993-04-15
1458,Good,5,45,42,230,170,1983-10-12
1459,Excellent,5,65,46,232,186,1995-10-27
1460,Average,3,86,26,255,74,1976-05-26
1461,Excellent,5,63,35,5,333,1984-12-15
1462,Average,3,96,42,321,18,1958-05-12
1463,Good,5,43,36,193,233,1961-11-07
1464,Poor,2,10,16,245,168,1990-03-05
1465,Poor,2,74,46,177,270,1971-10-20
1466,Excellent,5,93,14,86,66,1966-06-27
1467,Average,4,12,25,21,116,1985-07-21
1468,Average,3,51,10,56,300,1956-02-10
1469,Average,3,53,28,296,192,1958-03-02
1470,Poor,2,22,39,183,288,2004-11-03
1471,Good,4,87,47,278,141,1997-10-25
1472,Poor,2,65,23,32,106,1991-09-05
1473,Average,4,23,30,135,21,1998-07-23
1474,Fair,3,15,25,257,327,1965-02-06
1475,Good,5,18,9,234,123,1976-01-30
1476,Poor,2,23,14,86,66,1960-04-03
1477,Poor,2,52,7,125,280,1973-01-25
1478,Good,5,17,13,157,231,2000-05-30
1479,Average,4,32,39,81,134,1955-11-30
1480,Average,4,06,46,241,211,1953-06-12
1481,Average,3,84,34,179,331,1962-04-21
1482,Average,4,38,23,225,27,1974-09-01
1483,Average,3,64,40,23,208,1955-09-03
1484,Average,3,79,34,179,331,1974-01-04
1485,Good,4,58,33,46,145,1973-02-28
1486,Excellent,5,84,33,164,101,1986-02-09
1487,Fair,3,43,19,28,63,1971-12-12
1488,Good,4,66,24,239,262,1962-08-16
1489,Fair,3,09,21,90,253,1984-02-07
1490,Average,4,42,19,312,219,1983-08-09
1491,Poor,2,91,19,190,105,1964-05-25
1492,Average,4,05,34,179,331,2000-08-13
1493,Good,5,45,8,215,200,1954-08-31
1494,Average,3,69,29,272,282,1981-01-15
1495,Good,5,05,20,305,28,2000-02-02
1496,Good,5,40,13,137,224,1955-12-21
1497,Average,3,97,7,33,129,1997-09-28
1498,Good,4,83,8,136,193,1968-08-17
1499,Average,4,23,12,7,94,1954-07-29
1500,Average,3,79,26,97,42,1988-02-11
1501,Fair,3,37,45,141,190,1987-04-07
1502,Average,3,99,25,165,247,2003-04-09
1503,Average,4,17,25,165,247,1958-12-25
1504,Good,4,91,14,240,144,1975-01-01
1505,Poor,2,13,41,214,176,1986-07-15
1506,Average,4,41,11,243,276,1976-04-26
1507,Poor,2,49,45,320,121,1968-06-19
1508,Poor,2,99,46,232,186,1970-05-28
1509,Fair,3,26,27,316,54,1980-07-05
1510,Average,4,11,13,38,35,1979-06-26
1511,Average,3,60,26,259,77,1986-01-07
1512,Poor,2,02,8,237,246,2000-11-16
1513,Fair,3,13,41,214,176,1980-11-13
1514,Average,3,59,24,291,295,1995-05-17
1515,Poor,2,02,29,288,167,1967-02-06
1516,Fair,3,25,19,244,119,1963-04-16
1517,Poor,2,32,37,74,14,1955-09-10
1518,Average,3,63,9,44,255,1995-11-04
1519,Average,3,53,8,237,246,1970-01-06
1520,Poor,2,91,28,73,76,1993-09-09
1521,Average,4,49,45,143,244,2002-07-17
1522,Good,5,46,25,88,178,1975-12-07
1523,Poor,2,41,25,257,327,1980-01-03
1524,Good,5,11,8,107,55,1982-07-24
1525,Good,5,32,46,177,270,1993-06-11
1526,Poor,2,82,21,65,110,2005-03-14
1527,Fair,3,21,16,315,275,1990-01-06
1528,Poor,2,54,18,168,314,1970-07-08
1529,Average,4,11,27,213,312,1973-01-04
1530,Excellent,5,78,14,280,147,1973-02-09
1531,Average,4,27,21,249,249,1970-07-07
1532,Average,3,69,39,81,134,1957-06-11
1533,Poor,2,94,43,208,228,1998-11-02
1534,Poor,2,53,18,6,261,1975-10-19
1535,Poor,2,68,17,84,96,1974-03-08
1536,Excellent,5,85,37,175,92,1967-01-12
1537,Poor,2,20,35,140,236,1968-09-07
1538,Good,4,73,36,198,241,1988-09-02
1539,Average,3,66,35,147,199,1995-06-22
1540,Poor,2,17,23,332,268,2004-11-04
1541,Good,5,35,44,91,297,1970-08-24
1542,Poor,2,43,18,303,179,1954-07-18
1543,Fair,3,39,38,306,309,1990-02-10
1544,Good,4,98,21,36,140,1957-08-14
1545,Poor,2,82,20,43,242,2005-08-02
1546,Poor,2,88,37,330,291,1971-07-10
1547,Poor,2,92,35,147,199,1972-10-01
1548,Average,3,86,8,237,246,1967-04-16
1549,Average,3,66,24,142,306,1966-12-11
1550,Average,3,80,45,51,181,1989-10-19
1551,Good,5,08,7,96,240,1953-04-13
1552,Poor,2,34,16,113,286,1954-11-25
1553,Fair,3,30,24,218,185,2006-08-12
1554,Fair,3,32,37,52,12,1968-11-18
1555,Good,5,30,7,108,169,1993-07-28
1556,Average,3,92,20,305,28,1964-05-01
1557,Average,3,58,13,137,224,1976-04-06
1558,Good,5,06,29,238,265,1984-06-03
1559,Excellent,5,59,40,23,208,1989-07-22
1560,Good,5,32,18,195,8,1989-05-02
1561,Fair,3,20,13,260,238,1994-04-20
1562,Excellent,5,95,15,256,305,2005-12-12
1563,Good,4,89,17,275,237,2005-05-23
1564,Fair,3,49,39,263,298,1960-05-27
1565,Excellent,5,85,11,243,276,1961-12-21
1566,Excellent,5,91,16,315,275,1981-07-30
1567,Good,5,09,10,322,5,1955-01-15
1568,Poor,2,59,26,259,77,1958-01-26
1569,Poor,2,90,41,103,239,1974-03-11
1570,Poor,2,17,46,258,9,1953-01-25
1571,Fair,3,04,44,251,214,2002-08-09
1572,Average,3,59,38,197,216,1975-01-08
1573,Excellent,5,97,27,276,41,1953-05-15
1574,Fair,3,35,47,223,51,1973-03-04
1575,Average,3,56,19,181,98,1976-01-18
1576,Average,4,05,19,323,258,2000-12-30
1577,Average,4,06,47,290,114,1993-10-27
1578,Fair,3,43,32,299,263,1975-05-22
1579,Average,4,29,20,254,25,1984-12-22
1580,Average,4,44,34,180,26,1974-12-04
1581,Excellent,5,90,9,192,285,1985-06-14
1582,Good,5,35,45,207,243,1975-09-23
1583,Good,4,89,47,72,161,1956-07-29
1584,Poor,2,30,13,123,191,1991-03-19
1585,Poor,2,70,26,285,78,1972-10-30
1586,Average,3,93,41,13,95,1968-08-13
1587,Poor,2,38,41,214,176,1958-10-31
1588,Excellent,5,63,23,39,289,1982-12-16
1589,Fair,3,23,28,68,43,1990-03-23
1590,Good,4,77,41,103,239,1962-11-08
1591,Average,4,27,35,212,203,1998-10-07
1592,Fair,3,15,36,161,217,1992-04-05
1593,Good,5,15,14,82,22,2007-02-11
1594,Average,4,35,42,63,23,1959-02-20
1595,Good,4,98,13,182,73,1963-07-18
1596,Good,5,40,25,309,49,1972-09-11
1597,Average,3,54,30,135,21,1957-02-25
1598,Excellent,5,91,40,18,163,1982-09-17
1599,Good,5,14,41,214,176,2003-08-25
1600,Poor,2,91,37,300,218,1977-01-03
1601,Average,3,80,32,299,263,1969-06-25
1602,Poor,2,32,20,254,25,1967-09-06
1603,Poor,2,95,45,51,181,2001-02-04
1604,Fair,3,49,10,1,62,1966-11-16
1605,Poor,2,76,27,130,187,1995-03-13
1606,Fair,3,48,21,36,140,1986-04-06
1607,Poor,2,37,47,286,40,1954-07-13
1608,Excellent,5,96,40,128,301,1986-06-10
1609,Excellent,5,76,34,15,160,2000-11-01
1610,Fair,3,24,35,194,205,2000-07-29
1611,Excellent,5,86,36,281,156,1978-07-06
1612,Poor,2,14,27,276,41,1953-11-17
1613,Poor,2,76,15,224,252,2007-06-13
1614,Fair,3,15,13,137,224,1967-08-19
1615,Good,5,42,37,175,92,1956-11-19
1616,Average,3,85,26,30,65,1971-07-30
1617,Fair,3,06,37,42,325,2002-05-17
1618,Good,4,59,27,317,115,1967-03-08
1619,Poor,2,78,21,3,58,1995-07-29
1620,Average,3,92,43,187,59,2001-05-09
1621,Excellent,5,52,31,41,174,1975-10-01
1622,Good,5,46,14,86,66,1980-01-31
1623,Good,5,37,36,193,233,1975-11-05
1624,Average,4,13,24,291,295,1964-05-04
1625,Average,3,90,16,269,206,1962-04-21
1626,Excellent,5,89,31,163,17,1963-05-07
1627,Average,4,45,15,224,252,1975-11-27
1628,Average,3,62,29,289,296,2002-03-26
1629,Average,4,37,18,168,314,1962-08-19
1630,Average,4,17,22,211,195,1956-05-08
1631,Poor,2,50,7,33,129,1996-11-04
1632,Average,4,15,26,285,78,1964-02-11
1633,Average,4,30,40,34,284,1979-09-27
1634,Fair,3,38,11,151,202,1960-12-19
1635,Poor,2,64,17,95,125,1958-06-12
1636,Excellent,5,58,34,32,106,1970-10-09
1637,Average,4,40,24,20,45,1982-08-19
1638,Fair,3,39,31,310,173,1997-09-12
1639,Excellent,5,55,38,85,122,2004-01-06
1640,Good,5,22,44,91,297,1994-07-26
1641,Average,3,55,26,97,42,1967-02-01
1642,Poor,2,43,7,33,129,1980-05-22
1643,Excellent,5,87,44,251,214,1990-02-13
1644,Excellent,5,99,8,136,193,1997-08-25
1645,Good,4,92,45,51,181,1992-05-05
1646,Average,4,13,16,113,286,1997-11-21
1647,Poor,2,38,19,244,119,1992-10-23
1648,Average,3,99,20,307,102,1992-06-25
1649,Good,4,93,40,189,6,1955-04-04
1650,Fair,3,13,33,178,103,1999-12-19
1651,Average,4,33,35,216,230,1978-04-28
1652,Good,4,96,42,199,71,1997-12-21
1653,Good,5,13,27,276,41,1995-02-20
1654,Fair,3,22,37,62,20,1955-04-19
1655,Fair,3,39,44,91,297,1954-04-06
1656,Average,4,34,19,323,258,1997-05-25
1657,Poor,2,96,18,168,314,1999-11-01
1658,Good,4,82,45,51,181,1989-10-03
1659,Excellent,5,59,42,321,18,1957-07-29
1660,Poor,2,87,26,97,42,1984-11-06
1661,Good,5,04,22,24,3,1963-05-11
1662,Good,4,75,33,164,101,1960-04-19
1663,Average,3,58,45,320,121,1976-10-23
1664,Average,3,58,20,333,210,1997-06-26
1665,Poor,2,74,30,158,165,1956-09-24
1666,Average,3,70,39,99,155,1967-05-26
1667,Average,3,85,11,145,143,1982-02-20
1668,Good,5,39,11,111,53,1999-06-26
1669,Poor,2,51,29,204,158,1962-03-10
1670,Excellent,5,85,19,244,119,1994-02-10
1671,Good,5,46,21,249,249,1996-12-11
1672,Excellent,5,67,24,295,7,1957-09-04
1673,Good,5,04,43,119,194,1971-03-02
1674,Average,3,56,18,29,264,1954-01-03
1675,Poor,2,36,36,228,330,1987-04-09
1676,Good,5,09,41,150,172,2003-05-11
1677,Excellent,5,60,10,1,62,1997-12-18
1678,Good,5,38,7,92,182,1986-03-12
1679,Good,5,22,32,279,220,1979-12-31
1680,Excellent,5,78,24,20,45,1972-05-30
1681,Excellent,5,50,40,170,4,1978-07-14
1682,Poor,2,45,38,306,309,1991-06-04
1683,Good,4,69,30,325,69,1999-12-23
1684,Fair,3,24,41,13,95,1970-08-31
1685,Excellent,5,85,15,191,213,1986-01-11
1686,Average,3,54,27,202,277,2006-11-15
1687,Good,5,03,7,108,169,1976-12-22
1688,Fair,3,07,41,235,251,1977-06-11
1689,Excellent,5,99,33,247,113,1959-09-15
1690,Average,4,30,8,237,246,1969-01-17
1691,Good,4,61,33,116,61,1978-12-09
1692,Excellent,5,58,38,109,46,2000-11-15
1693,Average,3,81,8,215,200,1993-02-15
1694,Good,4,67,44,27,250,1972-03-02
1695,Poor,2,18,31,310,173,1984-03-18
1696,Good,4,80,30,158,165,1959-10-16
1697,Good,4,86,20,333,210,1956-07-31
1698,Average,4,29,14,12,212,2000-08-19
1699,Good,5,25,28,282,135,1993-12-02
1700,Fair,3,21,42,230,170,1977-12-11
1701,Poor,2,27,24,218,185,1968-10-02
1702,Fair,3,00,33,178,103,2001-04-30
1703,Fair,3,47,39,263,298,1983-04-19
1704,Good,5,09,38,85,122,1969-02-21
1705,Average,3,68,15,121,50,1956-01-09
1706,Good,4,66,37,175,92,1973-08-25
1707,Excellent,5,93,23,209,311,1979-10-23
1708,Average,3,56,19,323,258,1994-02-17
1709,Poor,2,85,29,288,167,1976-01-10
1710,Average,4,31,17,47,44,1958-11-26
1711,Good,4,75,29,272,282,2007-06-08
1712,Average,3,58,28,282,135,1966-08-22
1713,Excellent,5,61,31,126,82,1962-10-05
1714,Excellent,5,81,42,205,153,1993-02-28
1715,Fair,3,38,41,250,47,1959-04-27
1716,Good,4,58,32,117,89,1979-12-07
1717,Poor,2,06,20,305,28,1968-04-27
1718,Poor,2,33,46,292,15,1959-02-23
1719,Average,3,74,45,143,244,1964-06-16
1720,Good,5,20,20,305,28,1957-11-09
1721,Good,4,67,40,189,6,1998-06-04
1722,Poor,2,77,43,187,59,1957-09-11
1723,Good,5,41,24,20,45,1992-10-11
1724,Average,4,21,26,259,77,2001-02-20
1725,Fair,3,23,33,116,61,1968-03-05
1726,Excellent,5,88,34,261,93,2004-01-26
1727,Average,3,86,23,8,104,1972-07-19
1728,Poor,2,37,42,64,34,2006-12-31
1729,Fair,3,38,9,294,146,1977-10-17
1730,Average,3,56,18,266,48,1980-06-25
1731,Poor,2,23,28,159,112,1999-10-12
1732,Fair,3,30,23,8,104,2005-04-30
1733,Poor,2,13,43,302,274,2000-04-10
1734,Average,4,00,37,330,291,1955-01-21
1735,Excellent,5,50,24,239,262,1956-08-29
1736,Good,4,50,8,215,200,1985-03-15
1737,Good,4,98,40,23,208,1961-02-16
1738,Excellent,5,61,21,3,58,1983-11-01
1739,Excellent,5,57,42,230,170,1967-08-23
1740,Fair,3,18,47,115,188,1965-05-20
1741,Average,3,62,33,298,120,1980-01-25
1742,Fair,3,46,35,212,203,1990-11-04
1743,Poor,2,21,44,162,149,1954-06-03
1744,Average,3,67,47,54,127,1953-10-21
1745,Excellent,5,56,45,220,272,1969-08-11
1746,Fair,3,03,18,83,294,1965-04-19
1747,Excellent,5,98,46,241,211,1991-02-11
1748,Average,4,00,20,254,25,2007-12-18
1749,Fair,3,29,17,287,302,1965-11-06
1750,Average,3,61,36,9,201,1957-04-12
1751,Good,4,74,45,143,244,1999-06-20
1752,Good,4,52,23,308,256,2005-06-07
1753,Poor,2,54,19,323,258,1989-03-06
1754,Poor,2,05,29,289,296,1989-01-24
1755,Good,4,55,37,74,14,1987-07-09
1756,Excellent,5,51,22,37,36,1964-01-22
1757,Average,3,60,33,46,145,1961-07-20
1758,Good,5,27,21,90,253,1990-02-26
1759,Average,3,85,7,92,182,1953-12-20
1760,Average,3,80,17,287,302,1959-12-15
1761,Poor,2,80,19,244,119,1954-02-06
1762,Excellent,5,56,22,246,321,1980-10-22
1763,Poor,2,18,38,306,309,1969-05-04
1764,Good,5,30,18,29,264,2003-07-18
1765,Average,4,08,44,91,297,1967-02-14
1766,Fair,3,44,39,293,100,1955-02-09
1767,Fair,3,45,26,327,30,1974-05-14
1768,Average,3,60,13,123,191,1960-09-15
1769,Poor,2,31,42,236,189,1989-07-03
1770,Good,4,89,38,109,46,1982-02-11
1771,Excellent,5,60,39,150,172,1971-10-22
1772,Poor,2,45,12,114,303,1992-06-26
1773,Poor,2,76,24,142,306,1999-07-04
1774,Poor,2,55,28,159,112,2007-01-28
1775,Average,3,57,35,212,203,1985-10-15
1776,Fair,3,20,29,319,118,1960-08-01
1777,Poor,2,55,46,258,9,1956-04-11
1778,Average,3,73,34,324,133,1991-12-23
1779,Good,4,65,30,135,21,1984-07-12
1780,Poor,2,20,28,282,135,1955-11-17
1781,Excellent,5,91,12,45,109,1965-12-15
1782,Excellent,5,86,36,274,152,1972-08-02
1783,Good,5,08,27,93,136,1994-02-24
1784,Excellent,5,77,8,107,55,1973-07-08
1785,Good,4,82,25,309,49,1989-01-05
1786,Average,3,71,17,47,44,2002-05-07
1787,Poor,2,76,41,250,47,1969-02-25
1788,Poor,2,07,7,108,169,1964-03-18
1789,Good,5,46,24,218,185,1975-07-15
1790,Excellent,6,00,43,208,228,2000-08-08
1791,Poor,2,89,29,67,148,1976-08-26
1792,Excellent,5,72,27,221,323,1978-12-21
1793,Average,3,75,17,130,187,1982-11-13
1794,Average,3,77,17,275,237,1960-09-09
1795,Poor,2,38,12,7,94,1964-04-14
1796,Average,4,07,36,281,156,2007-04-04
1797,Fair,3,28,10,217,326,1974-07-04
1798,Poor,2,92,34,261,93,1958-11-16
1799,Excellent,5,60,8,107,55,1994-09-06
1800,Average,4,12,42,230,170,1967-07-04
1801,Excellent,5,58,34,32,106,1998-12-07
1802,Average,4,37,46,177,270,1983-05-30
1803,Average,3,69,13,137,224,1971-06-18
1804,Average,4,41,46,219,37,1991-09-25
1805,Average,4,01,26,285,78,1993-06-21
1806,Average,4,29,36,193,233,1959-12-25
1807,Average,3,75,34,32,106,1958-12-05
1808,Excellent,5,99,23,225,27,1990-02-06
1809,Average,4,48,42,321,18,1956-04-11
1810,Fair,3,34,22,24,3,1979-12-09
1811,Good,4,95,33,46,145,1960-10-12
1812,Excellent,5,88,16,242,83,1977-07-29
1813,Poor,2,61,27,317,115,1958-08-17
1814,Average,3,65,43,284,260,2006-02-02
